IMAGE,MEDICINE_NAME,GENERIC_NAME,split,image_path,prescription_id
2681.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2681.png,P3681
2682.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2682.png,P3682
2683.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2683.png,P3683
2684.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2684.png,P3684
2685.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2685.png,P3685
2686.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2686.png,P3686
2687.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2687.png,P3687
2688.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2688.png,P3688
2689.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2689.png,P3689
2690.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2690.png,P3690
2691.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2691.png,P3691
2692.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2692.png,P3692
2693.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2693.png,P3693
2694.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2694.png,P3694
2695.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2695.png,P3695
2696.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2696.png,P3696
2697.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2697.png,P3697
2698.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2698.png,P3698
2699.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2699.png,P3699
2700.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2700.png,P3700
2701.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2701.png,P3701
2702.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2702.png,P3702
2703.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2703.png,P3703
2704.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2704.png,P3704
2705.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2705.png,P3705
2706.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2706.png,P3706
2707.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2707.png,P3707
2708.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2708.png,P3708
2709.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2709.png,P3709
2710.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2710.png,P3710
2711.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2711.png,P3711
2712.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2712.png,P3712
2713.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2713.png,P3713
2714.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2714.png,P3714
2715.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2715.png,P3715
2716.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2716.png,P3716
2717.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2717.png,P3717
2718.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2718.png,P3718
2719.png,Ritch,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2719.png,P3719
2720.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2720.png,P3720
2721.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2721.png,P3721
2722.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2722.png,P3722
2723.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2723.png,P3723
2724.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2724.png,P3724
2725.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2725.png,P3725
2726.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2726.png,P3726
2727.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2727.png,P3727
2728.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2728.png,P3728
2729.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2729.png,P3729
2730.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2730.png,P3730
2731.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2731.png,P3731
2732.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2732.png,P3732
2733.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2733.png,P3733
2734.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2734.png,P3734
2735.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2735.png,P3735
2736.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2736.png,P3736
2737.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2737.png,P3737
2738.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2738.png,P3738
2739.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2739.png,P3739
2740.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2740.png,P3740
2741.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2741.png,P3741
2742.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2742.png,P3742
2743.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2743.png,P3743
2744.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2744.png,P3744
2745.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2745.png,P3745
2746.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2746.png,P3746
2747.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2747.png,P3747
2748.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2748.png,P3748
2749.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2749.png,P3749
2750.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2750.png,P3750
2751.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2751.png,P3751
2752.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2752.png,P3752
2753.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2753.png,P3753
2754.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2754.png,P3754
2755.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2755.png,P3755
2756.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2756.png,P3756
2757.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2757.png,P3757
2758.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2758.png,P3758
2759.png,Rivotril,Clonazepam,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2759.png,P3759
2760.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2760.png,P3760
2761.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2761.png,P3761
2762.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2762.png,P3762
2763.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2763.png,P3763
2764.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2764.png,P3764
2765.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2765.png,P3765
2766.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2766.png,P3766
2767.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2767.png,P3767
2768.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2768.png,P3768
2769.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2769.png,P3769
2770.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2770.png,P3770
2771.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2771.png,P3771
2772.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2772.png,P3772
2773.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2773.png,P3773
2774.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2774.png,P3774
2775.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2775.png,P3775
2776.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2776.png,P3776
2777.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2777.png,P3777
2778.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2778.png,P3778
2779.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2779.png,P3779
2780.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2780.png,P3780
2781.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2781.png,P3781
2782.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2782.png,P3782
2783.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2783.png,P3783
2784.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2784.png,P3784
2785.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2785.png,P3785
2786.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2786.png,P3786
2787.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2787.png,P3787
2788.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2788.png,P3788
2789.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2789.png,P3789
2790.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2790.png,P3790
2791.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2791.png,P3791
2792.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2792.png,P3792
2793.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2793.png,P3793
2794.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2794.png,P3794
2795.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2795.png,P3795
2796.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2796.png,P3796
2797.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2797.png,P3797
2798.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2798.png,P3798
2799.png,Romycin,Azithromycin Dihydrate (Ophthalmic),Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2799.png,P3799
2800.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2800.png,P3800
2801.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2801.png,P3801
2802.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2802.png,P3802
2803.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2803.png,P3803
2804.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2804.png,P3804
2805.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2805.png,P3805
2806.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2806.png,P3806
2807.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2807.png,P3807
2808.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2808.png,P3808
2809.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2809.png,P3809
2810.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2810.png,P3810
2811.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2811.png,P3811
2812.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2812.png,P3812
2813.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2813.png,P3813
2814.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2814.png,P3814
2815.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2815.png,P3815
2816.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2816.png,P3816
2817.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2817.png,P3817
2818.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2818.png,P3818
2819.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2819.png,P3819
2820.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2820.png,P3820
2821.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2821.png,P3821
2822.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2822.png,P3822
2823.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2823.png,P3823
2824.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2824.png,P3824
2825.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2825.png,P3825
2826.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2826.png,P3826
2827.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2827.png,P3827
2828.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2828.png,P3828
2829.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2829.png,P3829
2830.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2830.png,P3830
2831.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2831.png,P3831
2832.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2832.png,P3832
2833.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2833.png,P3833
2834.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2834.png,P3834
2835.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2835.png,P3835
2836.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2836.png,P3836
2837.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2837.png,P3837
2838.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2838.png,P3838
2839.png,Rozith,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2839.png,P3839
2840.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2840.png,P3840
2841.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2841.png,P3841
2842.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2842.png,P3842
2843.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2843.png,P3843
2844.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2844.png,P3844
2845.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2845.png,P3845
2846.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2846.png,P3846
2847.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2847.png,P3847
2848.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2848.png,P3848
2849.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2849.png,P3849
2850.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2850.png,P3850
2851.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2851.png,P3851
2852.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2852.png,P3852
2853.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2853.png,P3853
2854.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2854.png,P3854
2855.png,Sergel,Esomeprazole,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/2855.png,P3855
